node_id,lat,lon,type,name,crossing
4865831868,37.4896011,127.0317136,traffic_signals,뱅뱅사거리,
4865882595,37.4825466,127.0360974,crossing,,traffic_signals
4865882601,37.4778903,127.0387683,crossing,,traffic_signals
4865882607,37.4783406,127.0384656,crossing,,traffic_signals
4865882608,37.478356,127.0386147,crossing,,traffic_signals
4865882609,37.4783684,127.0387217,crossing,,traffic_signals
4865882614,37.4867973,127.0329305,crossing,,traffic_signals
4865882615,37.4874637,127.0326373,crossing,,traffic_signals
4865883222,37.4874281,127.0325082,crossing,,traffic_signals
4865883225,37.4868373,127.0330617,crossing,,traffic_signals
4865883236,37.4914211,127.0306325,crossing,,traffic_signals
4865883237,37.4914547,127.0307341,crossing,,traffic_signals
4865883238,37.4914928,127.03087,crossing,,traffic_signals
4865883247,37.4956095,127.0287783,crossing,,traffic_signals
4865883249,37.4955671,127.0286366,crossing,,traffic_signals
4865883254,37.495178,127.0289669,crossing,,traffic_signals
4865883255,37.4952127,127.0290893,crossing,,traffic_signals
4867295782,37.5016033,127.025909,crossing,,traffic_signals
4867334959,37.506476,127.0235634,crossing,,traffic_signals
4867334960,37.5070479,127.0232727,crossing,,traffic_signals
4867334963,37.5064421,127.0234519,crossing,,traffic_signals
4867334964,37.5065146,127.0236934,crossing,,traffic_signals
4867334969,37.5070121,127.0231357,crossing,,traffic_signals
4867334970,37.5070744,127.0233761,crossing,,traffic_signals
4867334979,37.5130693,127.0203919,crossing,,
4867334982,37.5131136,127.0205439,crossing,,
4946593781,37.524984,127.0291304,crossing,,
4954446706,37.5317284,127.0235735,crossing,,
4968534238,37.5294228,127.0336264,crossing,,traffic_signals
4968626364,37.5274772,127.0285927,crossing,,uncontrolled
4968626373,37.5266585,127.028705,crossing,,
4968626407,37.5294444,127.0340603,crossing,,traffic_signals
4968626951,37.5286162,127.0368759,crossing,,
4973012292,37.5250041,127.0242582,crossing,,uncontrolled
4984342402,37.491458,127.0307696,crossing,,traffic_signals
4986248526,37.5308513,127.0309404,crossing,,
5260056835,37.5102019,127.0990647,crossing,,uncontrolled
5715282098,37.4965221,127.0883548,crossing,,zebra
